Name	Half-life (h)
Rbm45	5.989860154
Rbm4b	3.507592891
Rbm8a	6.039270859
Rbm8a	5.597792889
Rbmx2	3.030947765
Rbmxl2	4.468499177
Rbpj	2.988816964
Rbpj	2.984156335
Rbpms2	4.528904373
Rbx1	7.44575698
Rbx1	2.355563257
Rbx1	5.811178202
Rc3h1	2.807240096
Rcbtb1	3.769646355
Rcc2	6.13588187
Rcc2	6.15019112
Rcl1	4.092055048
Rcn2	4.782459736
Rcor1	2.415747919
Rcor1	1.991394599
Rcor2	2.885492754
Rdm1	4.747669732
Rdx	3.425476189
Reep4	4.124778917
Rela	1.995189401
Repin1	2.655506752
Rere	2.116005252
Rest	3.171402203
Rev3l	2.443231125
Rfc2	4.685052513
Rfk	3.788318371
Rfx1	3.708446333
Rfx7	1.631484243
Rfx7	2.399084568
Rgl2	8.038898566
Rhbdd3	4.174118314
Rhoa	4.789276098
Rhoa	6.528348316
Rhoc	5.047202522
Rhoq	2.062743411
Rhot1	3.687936808
Ric8a	2.672334255
Ric8b	2.17946893
Rictor	2.334075902
Rif1	2.912934787
Rinl	4.145991006
Rint1	4.109317563
Riok1	2.836227841
Riok2	3.689263264
Riok2	3.61310992
Riok3	3.866480919
Riox1	1.955884116
Riox2	3.970223273
Rit1	2.226408802
Rmi2	5.246078317
Rnaseh2b	4.531851488
Rnaset2b	8.396823883
Rnf113a1	2.148189824
Rnf114	2.480366933
Rnf115	3.198609125
Rnf125	2.120921648
Rnf128	5.276440134
Rnf138	2.278939491
Rnf14	3.982383144
Rnf145	3.261436157
Rnf167	3.868738729
Rnf168	2.781547683
Rnf168	1.251240607
Rnf19b	2.675772172
Rnf208	2.101977201
Rnf34	2.443980075
Rnf4	2.369739674
Rnf40	3.127908241
Rnf8	2.359011524
Rngtt	4.896898031
Rnmt	4.928691863
Rnps1	3.924535469
Robo4	2.307331425
Romo1	9.920772039
Rpa2	2.935887761
Rpain	2.195398418
Rpap2	3.035841438
Rpe	6.586904827
Rpl10	11.51332483
Rpl10a	10.48170369
Rpl12	9.407714337
Rpl13	12.73399243
Rpl14	12.1930461
Rpl17	9.532544203
Rpl18	11.75777024
Rpl19	16.80727365
Rpl21	10.57230975
Rpl22	14.41823602
Rpl22	4.469079049
Rpl22l1	9.463674135
Rpl24	12.09845392
Rpl26	10.06833325
Rpl27	11.67903252
Rpl27a	11.60422733
Rpl27a	6.46073398
Rpl28	8.7586823
Rpl29	11.06662408
Rpl31	11.40863671
Rpl31	8.593297644
Rpl35a	14.21749263
Rpl36a	18.31087791
Rpl37	11.89732955
Rpl37a	16.50382577
Rpl38	15.81945416
Rpl39l	5.346746092
Rpl4	10.07390439
Rpl5	11.12850964
Rpl6	13.51862917
Rpl7a	9.041764264
Rpl8	13.02884405
Rplp0	15.22302522
Rpn1	6.159127209
Rpn2	8.340746128
Rpp14	2.696405642
Rpp14	2.954812201
Rpp25	1.782961256
Rpp30	1.232208124
Rprd1b	2.318159908
Rps12-ps3	17.64758645
Rps14	11.44889891
Rps15	12.99993535
Rps16	17.33779533
Rps19	13.91679366
Rps2	11.67822565
Rps21	15.90111632
Rps23	14.13778132
Rps24	20.14084551
Rps25	12.97678501
Rps27l	12.60657271
Rps4l	5.032141723
Rps5	15.59382378
Rps6ka2	4.052860274
Rps9	13.30048913
Rpsa	15.98038799
Rpusd1	2.389984155
Rpusd2	1.057042882
Rpusd4	1.461307497
Rraga	3.726692689
Rragc	2.675017655
Rrm1	4.903514479
Rrm2	2.813534964
Rrm2	2.796813674
Rrn3	3.871705962
Rrp1b	5.443591467
Rrp1b	2.559510667
Rrp9	5.242980909
Rrs1	2.422451603
Rsbn1	1.864975066
Rsl24d1	5.058347663
Rsrp1	2.798334466
Rsrp1	1.98564495
Rtel1	3.801751865
Rtf1	2.941258956
Rtfdc1	6.19915779
Rtfdc1	2.705568585
Rtkn	1.839500777
Rtkn2	1.452543948
Rtn2	5.237187965
Rtn4	3.343599298
Ruvbl1	7.207031445
Rwdd4a	4.025474788
Rwdd4a	3.55349984
Rxra	2.646234427
Rxrb	2.586817412
Ryk	3.977540888
S100a10	9.072626996
S100a6	17.76380471
Sacm1l	4.378686334
Safb	3.195227608
Samd1	3.209825371
Samm50	7.46884514
Sap130	3.799184798
Sap18	4.833255248
Sap18b	4.71197308
Sap25	3.628126883
Sap30bp	3.619165635
Sap30l	4.331357252
Sar1a	2.767790927
Sar1b	4.918498558
Saraf	1.827953971
Sarnp	6.412390006
Sbk1	4.071617063
Scaf8	3.138703862
Scamp2	2.991296864
Scamp3	5.504996941
Scamp4	4.351746666
Scap	6.322260548
Sccpdh	4.472971921
Scd2	2.707310634
Schip1	3.689216961
Scmh1	2.949783154
Scml2	3.294821385
Sco1	5.335798402
Sdc1	4.423099457
Sdcbp	4.684523061
Sde2	1.872447421
Sdf2	2.630684678
Sdf4	6.290641738
Sdhb	7.148503675
Sec14l1	4.540178259
Sec22b	4.175336916
Sec22b	2.797616558
Sec23b	3.815560926
Sec23ip	3.493342346
Sec24c	5.080240772
Sec61b	12.4835366
Sec63	5.234564058
Secisbp2	3.249282875
Seh1l	4.717625907
Selenof	5.1277845
Selenoi	2.167528763
Selenok	4.243125145
Selenos	3.092624439
Selenot	4.374367517
Sema4b	2.28191975
Senp2	3.833368086
Senp6	3.774766236
11.Sep	5.753489727
11.Sep	8.360195208
02.Sep	4.002565602
07.Sep	4.263177581
08.Sep	4.361404406
09.Sep	5.096904572
Serbp1	5.325304363
Serbp1	5.69739266
Serf2	15.82456798
Serhl	5.883086876
Serpinb9b	0.730765174
Sertad1	0.970711271
Sertad2	1.70277123
Sertad3	1.840702724
Sesn1	2.005415406
Set	7.351523169
Set	6.36573964
Setd1a	2.557029986
Setd1b	1.719973487
Setd2	3.558413621
Setd5	1.823033144
Setd6	3.734733541
Setx	3.798865524
Sf1	3.769960068
Sf1	3.316015604
Sf3a1	4.14495992
Sf3a2	3.163219872
Sf3a3	4.665850567
Sf3b4	3.432457882
Sf3b5	6.676334158
Sf3b6	7.257782477
Sfpq	5.829040013
Sfpq	5.774661908
Sfpq	5.538839635
Sfr1	4.746343149
Sfrp1	4.41819383
Sfswap	2.545497662
Sfxn1	4.453585969
Sgf29	4.102546613
Sgk1	1.597169532
Sgk2	2.011002615
Sgol2a	3.955965053
Sgol2a	2.179854345
Sgsm3	2.529483556
Sh3bgrl2	3.732464419
Sh3bp4	2.082605852
Sh3bp5l	3.108731178
Sh3gl2	3.747712207
Shc1	4.626315788
Shisa5	6.035873195
Shoc2	3.327016573
Shprh	2.761173472
Shroom3	1.443130641
Shroom4	2.876269884
Sik3	2.429370136
Sin3a	2.281534373
Sin3b	10.55380266
Sin3b	3.263474891
Siva1	8.895298947
Ska2	1.542035852
Skil	2.606827246
Skp1a	11.86312536
Skp1a	8.830154708
Slain2	2.146592109
Slain2	1.657770647
Slc12a2	3.322270958
Slc12a6	2.797376502
Slc12a7	1.851882445
Slc16a1	4.477156633
Slc16a3	3.631349211
Slc17a9	1.628500613
Slc19a1	3.309319377
Slc19a2	2.604367506
Slc1a5	3.160210296
Slc20a1	2.929414067
Slc20a2	3.594581989
Slc25a14	3.326194733
Slc25a38	4.726458541
Slc25a40	3.371150266
Slc25a5	9.140892909
Slc27a4	3.06780797
Slc28a1	2.200200522
Slc29a2	3.781328107
Slc2a1	4.062043048
Slc30a1	3.407328976
Slc30a6	2.162670545
Slc31a1	3.196355145
Slc35a2	3.242819627
Slc35a4	3.887247065
Slc35b1	5.562274796
Slc35b2	1.878383859
Slc35f2	2.926923868
Slc35g1	2.172450515
Slc37a1	3.234540945
Slc39a1	3.379210461
Slc39a9	2.678830211
Slc44a1	4.835850064
Slc46a1	1.381926535
Slc4a1ap	2.839953724
Slc6a6	4.480776067
Slc6a8	3.881327568
Slc9a3r1	4.935579568
Slc9a6	2.792096266
Slirp	10.24137675
Slk	2.911009912
Sltm	4.086926944
Slu7	3.294927587
Smad2	2.377167131
Smad2	2.262162798
Smad2	3.283704765
Smad5	2.362945381
Smad7	1.49656051
Smarca4	7.257524017
Smarcad1	2.602038201
Smarcc1	4.415236179
Smarcd1	3.906774052
Smc1a	6.191083666
Smc2	3.687430269
Smc3	3.324011657
Smc4	4.007090797
Smc6	3.344544965
Smco4	5.06599808
Smdt1	10.55745764
Smg5	3.313548951
Smg6	2.961604105
Smg9	3.948802972
Smim10l2a	2.705137138
Smim12	3.975463262
Smim15	3.128465611
Smim20	2.324383094
Smn1	3.94456021
Smox	4.294909546
Smpd4	3.79961685
Smpd4	3.513633583
Smyd5	6.943889651
Snap23	4.529386295
Snap23	4.047805653
Snap29	0.617182384
Snapc1	1.727783048
Snapc2	2.426107434
Snapc3	3.019899379
Snd1	4.932225789
Snf8	5.514967569
Snhg12	1.155542928
Snhg20	1.501950351
Snip1	2.416982593
Snrnp200	5.984239794
Snrnp25	9.734642076
Snrnp40	4.686987697
Snrpa1	7.220707661
Snrpb2	6.379313244
Snrpc	8.384879429
Snrpd1	5.443371595
Snrpd2	14.04197315
Snrpd3	7.722770585
Snrpg	18.35658515
Snupn	2.756838477
Snx10	4.073416455
Snx2	7.339453974
Snx3	6.471703797
Snx4	4.899171419
Socs7	2.065481647
Sod1	13.19239516
Sod2	7.819690785
Sod2	3.304205919
Sohlh2	5.107750734
Son	3.042877821
Son	3.3685579
Son	3.714022651
Sox2	1.813456665
Sp1	2.657322519
Sp1	3.054545812
Spag5	3.366029651
Spag9	1.686995724
Spast	3.247060187
Spata13	2.612765632
Spata5	2.863528885
Spats2	1.785847972
Specc1l	2.315035547
Spg20	2.982875612
Spg21	4.223099848
Spg7	4.702063092
Spice1	1.898212449
Spin1	2.540453121
Spin1	1.882654183
Spint1	4.400048211
Spp1	4.321125416
Sppl2b	1.512844425
Sppl3	2.464298197
Spred1	3.706833939
Spred1	1.406425267
Spred2	2.681556452
Spsb3	3.167234517
Sptan1	4.627489023
Sqle	3.792630127
Src	3.634164487
Srebf2	5.619805065
Srfbp1	2.076734689
Srm	4.324592621
Srp19	5.290711327
Srp72	4.986266853
Srp72	7.396215175
Srp72	5.110693662
Srp9	6.187556899
Srp9	3.926890432
Srpr	3.304762258
Srrm2	4.521495223
Srsf1	5.403594908
Srsf1	6.333488848
Srsf1	4.236813678
Srsf10	3.722934073
Srsf10	3.964513839
Srsf10	3.527021875
Srsf10	3.665421057
Srsf3	4.624748473
Srsf3	4.843094269
Srsf3	2.98843328
Srsf4	3.387503624
Srsf5	4.813471096
Srsf5	3.292738332
Srsf6	4.256755179
Srsf6	3.402743492
Srsf9	5.745090075
Srxn1	2.843745698
Ssb	4.235256044
Ssbp1	7.36281487
Ssbp3	3.373509839
Ssbp3	4.33516366
Ssr2	4.664799111
Ssr4	9.09735869
Ssrp1	6.329840115
Ssu72	5.178854842
Ssx2ip	1.824913691
Stag1	3.211482328
Stag2	4.025355897
Stag3	5.800452261
Stam	2.844422479
Stard3	1.683162877
Stard7	3.807946723
Stat6	3.391299328
Stim2	2.909463011
Stk11	3.572763639
Stk16	3.227199252
Stk35	2.517850913
Stk38l	2.20577759
Stk4	3.104159437
Stk40	2.676715415
Stmn1	7.420029826
Stmn2	6.928019816
Stmn2	6.798818301
Stmn2	4.190301823
Stoml1	3.875808537
Strap	5.860989955
Strap	5.3579879
Strap	2.026513137
Strn4	4.591637271
Stx16	3.667032496
Stx18	4.037219374
Stx4a	6.802947705
Stx5a	3.671079056
Stx6	2.568178917
Sucla2	5.433164745
Suclg1	11.52909435
Sufu	4.510438355
Sugp2	2.509831556
Sugt1	4.328331041
Sumo3	4.933332894
Sun1	2.697464753
Supt20	3.314045055
Supt4a	5.774524877
Surf2	2.48113703
Susd6	1.57381124
Suz12	2.768271257
Svbp	5.907580272
Syce2	6.364489695
Syf2	3.012565004
Sympk	8.091721319
Syngr1	6.689987344
Syngr2	5.075959195
Sypl	6.744788847
Sys1	5.840606893
Syt9	4.997711486
Syvn1	3.739243628
Tab3	1.895324075
Tacc2	2.139060689
Tacc3	4.497948348
Tada1	3.979840209
Taf12	4.14260285
Taf13	2.759637743
Taf15	3.887777784
Taf1a	1.194377607
Taf5	2.393000701
Taf9	4.436032431
Tagln2	7.241133016
Taldo1	11.45156293
Tanc1	2.203274411
Tapbp	6.562588739
Tarbp2	4.882604377
Tatdn2	3.328770032
Tax1bp1	5.080765699
Tax1bp1	4.210642691
Taz	3.933048243
Tbc1d1	4.512353079
Tbc1d10a	2.989047797
Tbc1d13	3.021023814
Tbc1d22a	2.485314404
Tbc1d22b	3.924439923
Tbca	12.16203694
Tbcc	1.779293563
Tbcd	6.177033929
Tbl1xr1	2.268410336
Tbl2	1.751860772
Tbp	2.766924444
Tbx3	1.683233461
Tcea1	4.898550243
Tcea1	5.543794416
Tceal9	4.437259376
Tcerg1	4.005680868
Tcf15	2.538491354
Tcf25	6.180341119
Tcf25	5.034728476
Tcp1	7.970067018
Tcp1	5.530676432
Tctex1d2	4.320382702
Tdg	3.538016107
Tdp1	3.767595634
Tdp2	4.468902435
Tead1	2.709304484
Tead2	3.954026909
Tef	3.041815583
Tenm4	3.245277531
Terf1	4.03708175
Terf2ip	1.849606474
Tesk1	3.389524552
Tex19.1	2.930475294
Tfap2c	2.865638488
Tfcp2l1	4.364675855
Tfdp1	3.996581203
Tfdp1	5.51297423
Tfe3	2.810417761
Tfeb	2.597283849
Tfrc	3.296138233
Tgif2	1.918133439
Tgs1	3.364610091
Thap1	0.736012893
Thap11	2.039139724
Thap12	3.764786399
Them6	3.465468773
Thoc1	3.365677289
Thoc5	5.854710269
Thtpa	0.934580245
Thumpd3	4.374422057
Thyn1	10.25095482
Tia1	3.673174972
Ticrr	1.505614248
Timeless	2.297092292
Timm10	2.238901274
Timm10b	3.684752401
Timm17b	9.842103993
Timm22	4.848032565
Timm29	2.187441252
Timm8a1	5.471242391
Timm8a1	3.768528029
Timm8b	8.88934234
Timp1	7.666027818
Tipin	4.098132225
Tkt	9.798384799
Tle3	3.021859116
Tlk2	2.244836615
Tm2d2	4.652130667
Tm2d3	3.167258642
Tm9sf2	4.096593319
Tm9sf2	2.70346821
Tm9sf4	3.213068209
Tmbim6	5.18661299
Tmed2	2.840152317
Tmed9	3.392394389
Tmeff1	3.536349498
Tmem107	5.666768013
Tmem115	1.490442958
Tmem121	1.663215562
Tmem123	1.982514982
Tmem127	2.383338961
Tmem134	6.404583654
Tmem14c	6.636249924
Tmem160	7.688897567
Tmem161a	2.311087759
Tmem161b	2.924760205
Tmem165	2.946271791
Tmem167	3.447277384
Tmem2	2.634832604
Tmem208	4.72759192
Tmem223	4.693544031
Tmem234	4.68909834
Tmem248	4.792393957
Tmem248	1.879783213
Tmem256	7.685350948
Tmem258	9.863978528
Tmem263	1.68250658
Tmem33	4.661076419
Tmem39a	2.606808137
Tmem59	5.262240942
Tmem60	2.880747389
Tmem63a	5.917156245
Tmem70	3.989707
Tmem8	4.55260111
Tmem9	3.359732479
Tmppe	1.951398465
Tmx1	2.870127282
Tmx3	3.443892726
Tmx3	3.94099817
Tnfrsf10b	2.548909767
Tnfrsf21	2.729540631
Tnk2	3.700371564
Tnks2	3.752061065
Tnks2	4.824674127
Tnpo2	2.98602295
Tnrc6a	1.56905339
Tob1	1.488102378
Tomm22	4.519641206
Tomm70a	4.939585832
Tomm70a	4.081062959
Top1	4.044186729
Top2b	3.682176919
Top3b	4.615686595
Topbp1	3.066453667
Tor1aip2	2.752661462
Tor1aip2	2.850105307
Tor1aip2	1.820316154
Tor1b	1.643511434
Tor2a	4.56662096
Tpd52l2	5.272483793
Tpd52l2	4.153265446
Tpm3	5.352781083
Tpm4	5.034533935
Tpp2	5.103074998
Tpr	4.268672658
Tprkb	4.739121587
Tprn	2.859870387
Tpst1	3.842947807
Tpst2	1.868666607
Tpt1	13.68603256
Tpx2	3.605473126
Tpx2	5.26126587
Trabd	4.4312597
Traf3	2.064029922
Traip	2.703646534
Trak1	3.732213212
Trak1	1.320062188
Trap1a	7.951592123
Trappc1	9.095407571
Trappc2	5.046825551
Trappc3	5.575330928
Trappc5	1.821593776
Trappc5	2.147384645
Triap1	2.831265753
Trib1	2.995191713
Trim11	2.169615444
Trim13	2.431745073
Trim24	3.887353075
Trim25	2.890081055
Trim26	2.318043913
Trim27	2.860051493
Trim28	5.021588025
Trim32	2.63645291
Trim33	2.990576427
Trim35	2.464729613
Trim37	2.975706866
Trim6	2.443658789
Trim6	2.330852697
Trim8	2.14598581
Triml2	2.39958851
Trip10	2.886532306
Trit1	2.146191951
Trmt1	4.59626188
Trmt10a	2.648823751
Trmt10b	2.942523613
Trmt112	5.330398728
Trmt12	2.861941966
Trmt1l	3.642118539
Trmt2a	3.745820517
Trmt61a	3.27137097
Trnt1	3.629106619
Troap	1.553531284
Trp53	5.988999455
Trp53i11	6.586326042
Trp53inp1	3.117003108
Trp53inp2	4.939441025
Trp53rkb	1.105053581
Trrap	5.213841336
Tsc22d1	1.865161405
Tsc22d4	3.245241822
Tsen2	3.053640967
Tsen34	5.654070517
Tsen54	3.126415741
Tsnax	3.564836831
Tspan4	3.254262737
Tspyl1	3.346273678
Tsr1	2.420847454
Tsr3	3.221640235
Tssc1	4.186187773
Tssc4	2.398544421
Ttc27	6.779660171
Ttc33	3.06806493
Ttc39c	2.956695918
Ttf1	3.317568802
Ttl	1.640528484
Ttll4	2.992451784
Tuba1c	4.648914583
Tubb3	4.731547892
Tubb6	6.466662589
Tubg1	4.68963387
Tubgcp5	2.826978309
Tufm	4.005667046
Tulp4	3.570250699
Tusc2	2.695990483
Tusc3	3.956374115
Tut1	1.539713214
Tvp23b	2.867254621
Twf2	5.791210946
Twistnb	2.347943554
Twnk	3.068339045
Txndc12	6.080869505
Txndc15	2.809582182
Txndc17	7.444289552
Txnip	1.077097928
Txnl4a	2.769920755
Txnl4a	5.375005791
Txnrd1	5.079578604
Tyro3	3.702125952
Tysnd1	2.665313186
Tyw1	3.350642194
U2af1l4	5.469821493
U2af2	5.300723611
Uaca	3.247072622
Uba1	9.109280528
Ubac2	6.099272208
Ubald2	4.142810947
Ubap1	2.292306794
Ubap1	3.277419977
Ubb	5.123354582
Ube2a	11.31943097
Ube2c	5.579804188
Ube2d2a	3.520023313
Ube2d2a	3.22164458
Ube2d2a	4.709696843
Ube2d3	4.405024404
Ube2d3	3.797428971
Ube2d3	2.958935942
Ube2d3	3.934474364
Ube2e3	2.750500788
Ube2f	3.534662909
Ube2g1	2.514049734
Ube2g2	1.955071357
Ube2j2	3.152049149
Ube2k	4.735701292
Ube2k	4.867470516
Ube2l6	4.328956365
Ube2n	5.2725782
Ube2n	2.810347151
Ube2q1	3.440708313
Ube2q1	2.792156229
Ube2r2	4.043771706
Ube2t	2.778049029
Ube3a	2.957570817
Ube3b	5.797137215
Ube3c	4.941655301
Ube3c	3.376629968
Ubfd1	3.585362562
Ubl5	11.6117505
Ubn1	2.657719234
Ubp1	3.708932873
Ubqln2	3.522107035
Ubqln4	3.798328463
Ubr3	4.899042795
Ubr4	7.205756422
Ubr7	3.069918366
Ubtd2	2.332433145
Ubxn1	4.988846204
Ubxn7	4.794658617
Uchl1	4.332267914
Uchl3	6.511675635
Uchl5	4.628078492
Ucp2	7.12301444
Ufd1l	3.064330115
Ugcg	3.725759502
Uhrf1	4.859759342
Uhrf1bp1	1.652929012
Uhrf2	3.99553236
Unc119	4.774086842
Unc50	3.34664451
Ung	3.43366364
Unk	1.272340266
Upf2	3.022198166
Upf3a	2.328279657
Upp1	5.463291936
Uqcrc1	9.25207988
Uqcrc2	8.353747011
Urah	4.836259249
Urb2	2.626536214
Urm1	4.454896124
Usb1	3.781839724
Use1	6.641298546
Uso1	4.07828456
Usp1	2.698180578
Usp10	2.930308248
Usp11	6.117882353
Usp16	3.932554447
Usp19	4.990704622
Usp19	5.052022456
Usp20	2.031851592
Usp24	2.551407579
Usp34	3.512955262
Usp4	3.281051646
Usp47	1.97733185
Usp48	1.197059577
Usp48	2.59391794
Usp8	4.52788304
Usp9x	2.862050455
Usp9x	5.086507784
Usp9x	3.335089993
Uspl1	2.763609416
Utf1	5.427645607
Utp14a	3.585808664
Utp14b	3.494649064
Utp23	1.47981881
Utp3	2.438416635
Utp4	2.542975847
Vapb	4.651277673
Vars	6.201950448
Vbp1	7.040812704
Vcl	3.45819015
Vdac1	9.551938249
Vdac2	5.244733849
Vegfc	1.176301036
Vhl	1.523881579
Vim	6.422996634
Vkorc1l1	4.159462597
Vkorc1l1	3.083976822
Vma21	9.757629435
Vma21	2.918459474
Vprbp	3.884778688
Vps25	6.894054068
Vps29	6.832937251
Vps36	5.955878796
Vps41	6.675568469
Vps50	3.405884729
Vps72	3.769556584
Vrk1	5.643449626
Vrk3	3.859118377
Wac	1.985841574
Wapl	4.300464164
Wapl	3.941116254
Wasf1	3.210694028
Wasf2	3.111012478
Wasf3	4.269844166
Washc1	3.048187136
Washc2	4.031801441
Washc4	3.615950463
Wbp1l	2.708713362
Wdr11	4.21283894
Wdr18	7.769466046
Wdr33	1.985701517
Wdr35	6.57220799
Wdr36	3.545080709
Wdr36	4.339244392
Wdr41	5.609647793
Wdr43	2.179992237
Wdr43	2.719025041
Wdr46	6.178328308
Wdr48	2.219524623
Wdr5	5.108286843
Wdr5	3.693921616
Wdr53	1.632814692
Wdr55	4.677245046
Wdr74	3.219488775
Wdr75	4.362711975
Wdr77	2.010541602
Wdr77	3.742699334
Wdr77	2.017528965
Wdr82	2.556500156
Wdr82	2.954760012
Wdr83os	4.627566262
Wee1	1.779505233
Wfdc2	9.157587071
Wipf2	1.457162459
Wipf2	3.138782047
Wipi2	3.82321383
Wipi2	4.131398486
Wrb	2.256831951
Wrnip1	3.433390707
Wsb2	2.284429449
Wt1	1.640786894
Xbp1	2.543425904
Xiap	2.449804571
Xpnpep3	2.531168069
Xpnpep3	2.744523802
Xpo1	4.273792044
Xpo1	3.330895993
Xpo1	3.097458676
Xpo5	5.526882676
Xpo5	2.959032197
Xrcc1	3.550614069
Xrcc5	8.824696
Xrn2	3.857344268
Yars	4.167410958
Yars2	3.353016157
Ydjc	3.086727962
Yeats2	3.116973256
Yif1a	7.619555004
Yif1b	3.893556736
Yipf1	4.343994254
Yipf3	3.270362556
Yipf4	5.8738717
Yipf4	2.56186787
Yipf6	2.030100284
Ykt6	4.604780099
Ylpm1	3.55504334
Yme1l1	5.767883291
Yme1l1	6.322159059
Ypel3	2.289353784
Ypel5	3.06090848
Yrdc	2.463155696
Ythdc1	2.787083836
Ythdf3	2.523244324
Ywhab	5.90343766
Ywhab	4.793322304
Ywhae	9.128685757
Ywhah	3.714066088
Yy1	2.837398937
Yy1	2.161353424
Zbed4	2.593344967
Zbtb11	0.81328152
Zbtb14	2.523504497
Zbtb18	2.20760314
Zbtb22	2.102926147
Zbtb33	1.654111977
Zbtb44	3.627471073
Zbtb8os	6.27230513
Zbtb9	1.848594934
Zc3h13	2.61496064
Zc3h14	3.602306094
Zc3h15	3.9097477
Zc3h18	3.355466131
Zc3h4	2.218126915
Zc3h7b	5.381208547
Zcchc10	2.666964766
Zcchc11	2.333430014
Zcchc4	2.443654796
Zdbf2	2.883808165
Zdhhc13	3.920225013
Zfand3	5.292412977
Zfand5	2.041599981
Zfas1	1.747955624
Zfp110	2.283572247
Zfp143	2.023373138
Zfp160	2.763986061
Zfp180	1.04397328
Zfp207	3.696938547
Zfp212	1.665052873
Zfp229	2.628259181
Zfp260	3.255579629
Zfp263	1.773012727
Zfp275	1.869452761
Zfp280b	1.698055227
Zfp280d	2.576772071
Zfp281	1.522239294
Zfp281	1.84146629
Zfp282	3.013300161
Zfp296	2.315648285
Zfp317	2.431883758
Zfp318	3.964503731
Zfp346	3.96204093
Zfp35	1.927633645
Zfp358	2.698273527
Zfp369	1.904272209
Zfp383	1.686450989
Zfp384	1.989311665
Zfp41	1.289795185
Zfp410	2.515298938
Zfp414	3.227667281
Zfp428	4.219593842
Zfp462	2.486426153
Zfp472	0.871679139
Zfp511	5.481701611
Zfp512	3.101501174
Zfp518a	1.563333227
Zfp523	4.930767351
Zfp532	2.007784536
Zfp532	2.123273536
Zfp553	1.435684816
Zfp568	2.866567417
Zfp57	1.024321391
Zfp574	1.47087389
Zfp580	5.029611013
Zfp592	1.576788968
Zfp598	3.311300748
Zfp622	2.8784468
Zfp623	1.114094684
Zfp638	3.090524158
Zfp639	2.468736059
Zfp652	2.048119193
Zfp655	2.430370569
Zfp664	4.306829362
Zfp692	2.488899295
Zfp7	2.069387011
Zfp707	2.019767205
Zfp710	4.685250266
Zfp719	0.928150889
Zfp740	3.079918131
Zfp771	4.929472018
Zfp775	2.198216856
Zfp809	2.594336097
Zfp830	1.842550381
Zfp930	3.009616297
Zfp958	1.939728618
Zfp961	1.561619665
Zfp985	2.272901857
Zfp988	2.025299916
Zfp990	2.732815092
Zfr	3.001098329
Zfr	3.274385099
Zfyve21	3.063451987
Zic2	1.366018883
Zic3	2.026930482
Zic3	2.478874606
Zkscan5	0.582639593
Zkscan6	1.364365025
Zmat2	5.928225584
Zmat2	6.568449888
Zmiz2	5.293345213
Zmym2	2.02899356
Zmynd19	2.603645516
Zmynd19	2.489760267
Znhit2	4.193543839
Znhit6	3.747483691
Znrd1as	2.213972936
Zpr1	3.3404327
Zranb2	5.395946323
Zrsr1	1.241084745
Zscan10	2.555817969
Zscan12	1.996095682
Zscan21	1.550172667
Zscan25	1.507404138
Zswim1	2.075138129
Zswim3	1.342852538
Zswim8	3.629700614
Zw10	5.333326213
Zwint	4.940974858
Zwint	3.717281994
Zzz3	1.932873967
0610007P14Rik	4.493138703
0610009B22Rik	3.034392438
0610010K14Rik	5.519795046
0610012G03Rik	3.753915339
1110004E09Rik	4.405273445
1110038B12Rik	10.74892112
1110059E24Rik	4.118219202
1110065P20Rik	4.307519084
1190002N15Rik	1.895108047
1500011B03Rik	6.380401841
1600002H07Rik	3.662548103
1700007K13Rik	6.936556355
1700017B05Rik	2.212952777
1700019D03Rik	2.631630819
1700019D03Rik	2.518984052
1700021F05Rik	2.8541198
1700030C10Rik	1.403726369
1700037H04Rik	7.0471265
1810022K09Rik	9.321090927
1810030O07Rik	3.801608554
2010107E04Rik	11.63356699
2210016F16Rik	4.007664266
2300009A05Rik	2.818439164
2310011J03Rik	3.00954856
2310022B05Rik	2.836235842
2310061I04Rik	3.27887883
2410137M14Rik	6.051917587
2410141K09Rik	3.621146514
2610001J05Rik	2.850299402
2610001J05Rik	1.871338917
2610318N02Rik	9.002735381
2610524H06Rik	2.356824559
2700060E02Rik	7.249571261
2810004N23Rik	3.047805928
2810408I11Rik	2.161359737
2810428I15Rik	7.999864992
3110043O21Rik	1.808800824
4833439L19Rik	6.558667429
4930444M15Rik	4.677574213
4930453N24Rik	2.631430187
4931406P16Rik	2.271204675
5031439G07Rik	4.880718624
5430416N02Rik	2.273321182
6030458C11Rik	1.938281744
6820431F20Rik	1.146243226
8030462N17Rik	2.365352338
9130011E15Rik	3.105823365
9130401M01Rik	7.066337568
9430038I01Rik	2.741440946
A930004D18Rik	1.488275857
Aaas	4.539711121
Aamdc	6.091316242
Aamp	5.517138122
Aarsd1	6.355030243
Aasdh	2.336293999
Aasdhppt	4.737047368
Abca1	1.784045822
Abcb6	5.825670817
Abcb7	4.54739779
Abcc4	2.397349814
Abcc4	4.987349061
Abcc5	4.010414222
Abcd3	3.214702678
Abce1	4.613513538
Abcf1	5.609634741
Abcf2	5.348957203
Abhd14a	7.418201009
Abhd17a	5.060163712
Abhd17c	3.202195725
Abi1	1.64288037
Abr	4.25523115
Abracl	4.26870817
Abt1	2.015712841
Abtb1	3.853358581
Acad8	7.207546685
Acadm	4.552068774
Acads	5.076922579
Acat2	4.555351128
Acd	5.651242869
Acin1	4.584038712
Acly	7.675262657
Acot8	9.143839236
Acp1	8.816094802
